DrugName	PSS
Phenytoin	12.04509836014911
Rifampicin	0.07784395322334751
Ponatinib	26.163948434160453
Paramethadione	3.8728524264265283
Bortezomib	0.23593011697223334
Aprobarbital	4.344462600350483
Eflornithine	1.9621532976210927
Methyprylon	0.0028206201583356708
Tetryzoline	0.0
Phenazopyridine	2.5026822688978347
Quinidine	11.003945307861716
L-Proline	0.06917507821821371
Propiomazine	1.5351780067861935
Mepivacaine	0.0
Anagrelide	21.6652065327053
Fluspirilene	7.488635617840523
Pentosan Polysulfate	1.3786122764541093
Parecoxib	6.9185704972281705
Rivaroxaban	2.817521722393677
Enzalutamide	4.530445475300011
Liraglutide	4.2538804089851105e-05
Chlorprothixene	1.7909258483388044
Alizapride	0.023855777900121326
Fexofenadine	21.324561471675548
Phenacemide	2.5026822688978347
Halazepam	0.0028206201583356708
Teniposide	0.19029171768211364
Chlorphenamine	10.795459521737392
Glisoxepide	0.03294133636842597
Desvenlafaxine	0.1491984357033664
Fludarabine	0.02392694715935695
L-Histidine	0.17991191844953852
Alpha-1-proteinase inhibitor	0.009022742944673109
Colchicine	0.00016813290986268352
Histamine Phosphate	10.662280735837772
Glimepiride	7.372182832839533
Phenindamine	21.324561471675548
Triamcinolone	4.575816595521776
Leuprolide	0.3904229244100414
Basiliximab	7.377064211611702
Tetrabenazine	0.023855777900121326
Mitoxantrone	0.19029171768211364
Rasagiline	21.597228157965024
Sertraline	10.92528532357302
Methotrimeprazine	1.131186204714725
Ibutilide	17.14351893498948
Mirabegron	0.0010598025762530937
Pentostatin	0.22381457370081362
Phentolamine	0.0
Drospirenone	8.596075105002535
Mivacurium	0.007961378892556374
Oxcarbazepine	21.587514497636928
Tenoxicam	6.876174098573326
Brompheniramine	3.562045433470467
Solifenacin	0.009542135798569955
Minoxidil	10.82307940757636
Hydrocodone	10.794580510575987
Fluticasone furoate	4.575816595521776
Clodronate	0.3713221183459329
Quinethazone	0.004847244744968353
Alfacalcidol	0.2502384935073985
Dinoprostone	1.9905537605026986
Cinchocaine	14.541643335554555
Mestranol	27.699409018851917
Acamprosate	6.806774759839993
Fluoxetine	0.2916916366167563
Alprenolol	0.11610528298520294
Nandrolone decanoate	4.530445475300011
Dextromethorphan	11.532395070263616
Dexrazoxane	0.09706472606287375
Alteplase	14.594516898740364
Levofloxacin	0.19029171768211364
Methyclothiazide	0.009874803282521882
Tocainide	21.587514497636928
Interferon alfa-n1	0.7733750389683443
Perindopril	0.0780259635637967
Regadenoson	0.33119939207865495
Sitaxentan	0.5307329279537153
Tripelennamine	21.324561471675548
Bicalutamide	4.530445475300011
Insulin Glulisine	30.26135376129274
Panitumumab	42.04405599136457
Clopidogrel	0.0
Interferon alfa-n3	0.7733750389683443
Oseltamivir	0.046059569308042655
Estazolam	0.0028206201583356708
Methylphenobarbital	4.344462600350483
Clevidipine	29.982648468663793
Remikiren	0.06497849526284666
Dabigatran etexilate	0.5191078605227009
Guanfacine	0.0
Apomorphine	0.022166401669502074
Cisapride	0.14764092744536214
Urokinase	8.410015530676516
Digitoxin	23.58697893716153
Muromonab	6.409221228745508
Paramethasone	4.575816595521776
Vismodegib	31.475070733836933
Trovafloxacin	0.19029171768211364
Bupivacaine	0.0
Montelukast	0.20256050524730213
Pramipexole	0.022166401669502074
Acitretin	0.5884896486239093
Medroxyprogesterone Acetate	24.477586214675
Megestrol acetate	12.915789758978704
Paclitaxel	11.317454547709179
Pegaptanib	26.17316673151062
Rescinnamine	0.0780259635637967
Cytarabine	0.11434095659387385
Pantoprazole	0.0010598025762530944
Mazindol	7.285758627312006
Suprofen	6.876174098573326
Leucovorin	0.0101469336535642
Urofollitropin	0.03502389285266546
Amcinonide	13.11621289037077
Ximelagatran	0.5191078605227009
Flutamide	2.30549623726448
Trazodone	3.1085699338759167
Alitretinoin	0.5884896486239093
Potassium	23.58697893716153
Alverine	0.12123086695955212
Meclizine	21.324561471675548
Loteprednol	4.575816595521776
Netupitant	7.545743926390274e-05
Acetophenazine	0.048166817117053354
Metolazone	0.001102457640569342
Nadroparin	15.840825572710525
Alvimopan	10.794580510575987
Lansoprazole	0.0010598025762530944
Oprelvekin	0.03870520281643064
Desoximetasone	4.575816595521776
Timolol	0.1135421336095536
Clotrimazole	0.00013682104941686648
Isocarboxazid	0.017974382042985855
Gallium nitrate	0.18554422128165662
Armodafinil	21.55887872504286
Clarithromycin	0.28836032554396634
Xylometazoline	0.00023041994684334168
Tinzaparin	7.1521537129504145
Tofisopam	7.4292616818089305
Gadopentetate dimeglumine	0.002464979136925377
Mepenzolate	0.011927669748212544
Aripiprazole	0.9054326008964501
Ethinamate	0.009874803282521882
Ropivacaine	0.0
Ketobemidone	9.657894342813831
Arformoterol	0.1989158037954652
Auranofin	2.8298470697552105
Methocarbamol	0.009874803282521882
Memantine	11.294192319374776
Doxazosin	0.10543960544046811
Thalidomide	16.72248300330941
Penbutolol	0.09304276171505828
Allylestrenol	24.477586214675
Methadone	7.411119496183574
Cevimeline	0.011927669748212544
Succinic acid	0.0056519215188158495
Metoprolol	0.1135421336095536
Regorafenib	24.12614270916219
Methylergometrine	0.07247785633398639
Methdilazine	21.324561471675548
